require-property-description	jsdoc
require-property-name	jsdoc
require-property-type	jsdoc
require-render-return	react
require-returns	jsdoc
require-returns-description	jsdoc
require-returns-type	jsdoc
require-to-throw-message	jest
require-top-level-describe	jest
require-typed-ref	vue
require-yield	eslint
require-yields	jsdoc
restrict-plus-operands	typescript
restrict-template-expressions	typescript
return-await	typescript
role-has-required-aria-props	jsx_a11y
role-supports-aria-props	jsx_a11y
rules-of-hooks	react
scope	jsx_a11y
self-closing-comp	react
sort-imports	eslint
sort-keys	eslint
sort-vars	eslint
spec-only	promise
state-in-constructor	react
strict-boolean-expressions	typescript
strict-void-return	typescript
style-prop-object	react
switch-case-braces	unicorn
switch-exhaustiveness-check	typescript
symbol-description	eslint
tabindex-no-positive	jsx_a11y
text-encoding-identifier-case	unicorn
throw-new-error	unicorn
triple-slash-reference	typescript
unambiguous	import
unbound-method	typescript
unicode-bom	eslint
unified-signatures	typescript
uninvoked-array-callback	oxc
use-isnan	eslint
use-unknown-in-catch-callback-variable	typescript
valid-define-emits	vue
valid-define-props	vue
valid-describe-callback	jest
valid-expect	jest
valid-params	promise
valid-title	jest
valid-typeof	eslint
vars-on-top	eslint
void-dom-elements-no-children	react
warn-todo	vitest
yoda	eslint
